gene_symbol,candidate_rank,priority_group,pathway,pathway_rank,pathway_priority,n_convergent_FDR_celltypes,n_same_direction_celltypes,shared_AD_PD_leading_edge
PPIL4,9143,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
SF3B4,4368,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,True
SRSF6,7093,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
NUP160,5651,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
SNRPD1,6933,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
PAPOLA,1171,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,True
SNRPG,5371,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
SF3B2,4059,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,True
WTAP,761,P5_single_ocular_FDR,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
DHX9,11696,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,True
PPP1R8,7859,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
HTATSF1,4929,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
POLR2C,144,P3_recurrent_dual_ocular_directional,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
POLR2G,3303,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,True
PRPF3,5164,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
NUP93,1788,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,True
SNRNP48,1208,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,True
NCBP1,504,P4_single_dual_ocular_directional,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
SRSF12,3265,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,True
YJU2,14055,P7_other,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
RBM39,257,P3_recurrent_dual_ocular_directional,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,True
U2AF1,3191,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
UBA52,3152,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,True
CWC15,12024,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
CSTF3,2291,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,True
U2AF2,14661,P7_other,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
PQBP1,73,P3_recurrent_dual_ocular_directional,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,True
TPR,11720,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,True
CHTOP,8789,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
SNRPA1,103,P3_recurrent_dual_ocular_directional,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,True
CDC40,4877,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,True
CPSF4,7612,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,True
PRPF4,11697,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
CSTF1,4163,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,True
DNAJC8,12086,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,True
POLR2K,11037,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
NUP88,5081,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,True
NUP43,3824,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,True
NXT1,11262,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
WBP4,2608,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
RNPS1,2372,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
DDX42,12773,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
PRPF8,9305,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,True
SF1,89,P3_recurrent_dual_ocular_directional,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,True
CSTF2T,3520,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
SEH1L,2538,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
CPSF2,9628,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
PUF60,3619,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
NUP133,4897,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,True
CRNKL1,14772,P7_other,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
MAGOH,4816,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,True
PPIL3,1435,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,True
PAPOLG,5798,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,True
NUP214,2454,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,True
SF3A3,9484,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
PLRG1,8457,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
BUD13,4606,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,True
CWC25,3445,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,True
HNRNPA2B1,1926,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,True
MFAP1,9108,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
PCBP2,14440,P7_other,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,True
PHF5A,4326,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
POM121C,12503,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
RBM17,478,P4_single_dual_ocular_directional,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,True
SNRNP200,8797,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
NUDT21,12528,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
SNW1,5700,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
SUGP1,4684,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
SF3B3,4608,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,True
UBB,10676,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
CDC5L,14584,P7_other,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
EIF4E,14858,P7_other,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
GTF2F2,7981,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,True
PPP1R10,11987,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
RBMX,5061,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
POLR2L,4265,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
CSTF2,5040,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
PPIL2,4514,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,True
POLR2I,11285,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,True
SF3B5,3040,P6_brain_plus_retina_expression,Processing of Capped Intron-Containing Pre-mRNA,382,R3_recurrent_directional,0,3,False
